remark,context_label
"Well first of all, it is just a nonsense claim. It is a nonsense claim and it is built upon the back of a big lie. It says somehow that using international offsets to help abate carbon is a bad thing. Well, if it's a bad thing, why don't go they to Josh Frydenberg, the current treasurer and say, you used to believe it didn't matter where you cut the carbon from so long as you were cutting the carbon. Well that's our view. In terms of the costs, we're relying on the same public modelling that the government has. But you know, these News Corp climate change deniers, and of course their ally, the Prime Minister - a coal-wielding, climate-denying cave-dweller on this issue - they all say, ""Look at the cost,"" well they never mention the cost of the extreme weather events, do they? They never mention the cost of not getting into renewables and they never mention energy prices, do they? This is a government who every quarter used to rush out for the last few years and say energy prices are going down. Well that lie has been exposed. Energy prices are up 15 per cent because we don't have proper investment, because we don't have proper rules around energy. Hang on, I'll come to you. Just over here.",shorten
"Well first of all, the issue of climate change has been getting away from Australia for the last ten years. The people of Australia are fed up with politics. We want to talk about what has been getting away-- why is this nation paralysed on climate change? It's because one half of the Liberal Party, the bully boys, bully the other half. The reality is, if the Liberals could be trusted on climate change, Malcolm Turnbull would still be Prime Minister. What's been getting away from Australians is the fact that energy prices are going up. We are having a technophobic debate where we're told to be afraid of new renewables technology and keep doubling down and investing in power plants that are 50 and 60 years old. This climate change debate for a decade has been dysfunctional and dishonest and divisive. It's about time we backed the science and we backed the people.",shorten
"Well, you keep going on cost. I want to say to you let's get this straight. What is the cost of taking no action? What is the cost of no action? I can tell you. Energy prices are up. When did this Government get a leave on its own appalling and abysmal track record on energy prices? Australians are angry. They're angry at a Government who can't work out taking real action on climate but want to push all the problems down the road and let our kids sort it out when they actually want action now, and Australians are angry at their power bills. Cost of living is the big issue. Cost of living and wages are the big issue in Australia. The middle class of Australia feel like forgotten Australia. They feel like that Bob Hawke had a view of Australia that looked after them, and they even thought John Howard had a view of Australia. The middle class are looking at this election, and they are saying to the government, ""You're promising us nothing now, and you won't take action on climate change, you haven’t got a wages policy, all you want to do is cut, cut, cut."" The big question, the big secret, is how does this government pay for its tax cuts on the never-never? Tax cuts which go disproportionately to the most well-off in our society? I will tell you how Mr Morrison pays for looking after the top end of town and the top three per cent of taxpayers - by making you, and every Australian, pay more for your health care and get less services in your hospitals and aged care.",shorten
"The $25 billion dollar figure is just a lie. It’s using - you can make any number work for you if you pump in the assumptions you want to. It is using top-price EU carbon offset prices and then saying that's the only thing that will happen. That is so intellectually dishonest it does not even deserve to be talked about. What we are going to do is start looking at how we help industry meet the future. You know, the big missing link in this whole debate - it's as if the government never tried to do did climate change. Now they have tried and failed. What we are doing is we are using their industrial safeguards mechanism. We are using their National Energy Guarantee. What we are doing is going to work with our energy intensive trade-exposed sectors: cement, steel, aluminium and other sectors. We have created a $300 million dollar fund to help them invest in new technology. The reality is that once companies - and I've visited the factories and organised the workforce, I've seen the technology, I've sat in the boardrooms - every company who invests in lower carbon pollution creates more productivity and more efficiency and they invest in new technology.",shorten
"Tim, you and I know this is a fundamentally dishonest debate. It’s not you or the people asking the questions - it is what the government's saying. It is so dishonest. You all recognise a scare campaign when you see one. I'll give you three numbers. 50,000 more jobs in renewables, if we go down our path. I'll give you another number - $18 billion dollars, the cost of natural disasters, but here I'll even give you a more modest number: When this government, when the current Prime Minister was the loyal Treasurer, of the previous Prime Minister - if you believe that I've got a bridge to sell you - but anyway, when the Prime Minister was the Treasurer, when the current Treasurer was the former Environment Minister and when Malcolm Turnbull was still on top, they said the National Energy Guarantee would deliver $550 in lower household prices on energy. The numbers we're using, are the numbers the experts are given, they're the publicly available numbers, and they're in some cases, Malcolm Turnbull's own numbers.",shorten
"Yeah, I can, and I'm also fortunate to have people of the calibre of Senator Dodson here and I might give him a run on the ball, but I'll just make this. The current CDP's not working. And if you don't believe me, just talk to the thousands of people in remote communities who rely on CDP. We have got a view that it needs to be reformed and we will reform it, but I might invite Pat to talk about some of the defects in the current scheme, and our thinking about going forward.",shorten
"Just hang on, hang on, gentlemen, ladies, we've a fair go at this press conference, perhaps I'll allow one more question and then we got to finish up, we've got to go to Tiwi.",shorten
Sorry what was the last bit of your question?,shorten
"Well, first of all, it's publicly available, now if we're saying, the campaign against climate change by this government is malicious and stupid. It's malicious because there are elements of this government, the right wing, who have undermined even people in the Liberal Party to take action on climate change, and whenever we talk about common sense on climate change, you just get a scare campaign run by the more extreme elements - just hang on- this is really important, cause climate change is an important issue in this election, and it's a malicious campaign by this government. What they want to do is scare Australians and say that it's too hard to take action on climate change, even though they ignore the fact that two million households have solar on their rooftops. It's also a stupid campaign. And this goes to costs. You know, the world is moving far more investment into energy generation from renewables, it is stupid to want to miss out on what the rest of the world is doing. It is stupid to say to people that you don't need to change. That nothing needs to change, and you can all have it all very good in the future without change. This is a malicious and stupid campaign. And when I hear people say, well the McKibbin report, those figures aren't right, well, you know what in climate change, there will never be enough figures to satisfy the climate sceptics. If you don't believe in the science of climate change, no amount of evidence will ever convince you, because fundamentally it's a stupid position not to take action. Thanks everybody.",shorten
"Thanks, Bill. Well said. Good morning, everyone. There's a lot of you and we're keen to have all the question we can do. I might just start on my left and work around and see if everyone can get a crack.",shorten
"Thanks for that. And I should also give a shout-out to James who asked the question yesterday. I thought I was being asked have we got any unannounced changes to superannuation and we've already made the announcements of the changes we're going to make. But obviously we have changes which we outlined three years ago, and of course I should have picked the words better, no question. We have no proposals other than what we've already announced previously. No changes to the general taxation treatment other than what we have announced recently. Just to remind people, we have said that we will lower the concessional contribution cap from $250,000 income to $200,000. We've also said that we will change the non-concessional contribution caps to $75,000, so we've made some announcements. But I also have to say I notice that the government has reverted to type with their, you know, lying about our policies. When you close down concessions and loopholes, this is not some massive increase in taxation. We're just saying we think these resources can be used better and of course when it comes to helping people contribute to their superannuation, we're not going to be lectured by a government who, with no mandate and no notice, changed the rules for amounts higher than $1.6 million. They made retrospective changes, which we opposed the retrospective nature of those changes. Also, we're not going to be lectured by a government who's frozen superannuation contributions, the compulsory contribution at 9.5 per cent. That's been such a disaster for low-paid people and middle-class people in this country. It's just real economic vandalism.",shorten
"The Grattan Institute have been very busy and we like to talk a bit about some of their reports, not just your one. On your specific answer it's at 9.5 per cent now and I'll ask Chris to supplement.",shorten
"Because we are costing our 45 per cent reduction with international offsets, so in fact, it does cost the same. The Government's 26 per cent doesn't have that. But further on climate change – we've given hundreds of talks about our policy on climate change, and we think it is an important issue in this election. So we can, you're referring, quite accurately to the McKibbin modelling but there are other costs which we should recognise. Inaction on climate change is going to cost Australians in the future. Just ask the Property Council, just ask the Insurance Council. Just look at the increase in extreme weather events, just look at the number of weather records broken on a constant basis. Did you know that our natural disasters cost us in 12 months, $18 billion. Now, we can't turn all of that around overnight with the policy, but we want to be a Government who hands on a better deal to our kids on climate change. The other cost of inaction is of course rising energy prices. Single biggest contributor to rising energy prices is a lack of a climate and energy policy in this country. The current Government is on to their 13th energy policy and their third Prime Minister. This isn't good enough. We're seeing a rise in prices because we're not creating policy certainty, because therefore the generation is not being invested in.",shorten
"Obviously, going back and reading it and rereading what James asked me, you're right. I was answering a question which I thought I'd been asked, and I accept that it was a different question asked. But you're all formidable journalists. You know that our policies have been out there for three years. I'm sure that you're probably all aware of them. And of course, today has been an opportunity to remind people of them.",shorten
"Well, I don't accept your characterisation that it’s raising taxes. When you wind back a concession that is stopping a tax expenditure which is not raising it. But let's be very clear - we're not going to take a lecture from the Government. Our policies are out there for people to see. But we're not going to take a lecture from the Government who retrospectively ambushed people with superannuation with their holdings by creating a retrospective timetable to pay more taxes. And also, one of great shames of this Government is that for the last number of years, mandatory minimum contributions have been stuck at 9.5 per cent.",shorten
"I'll get Chris to supplement this but I do dispute the characterisation as a tax increase. I absolutely do. What happens when you give a concession to someone is that's a tax expenditure. If I was to give you a concession on something, that is money that we take out of the tax system, which you get. That is a concession to you. And that, therefore, becomes a choice. Is it the best use of a concession to give someone a concession, preferential treatment on one aspect of superannuation, or to invest in other parts of our nation's priorities. I'll get Chris to answer.",shorten
"First of all, this Government's going with proposed tax cuts which means that you have to vote in at least two elections. By 2022, we think this Government is making up these tax cuts. Or in other words, they can't pay for them. The question which this Government hasn't yet answered is - how do they pay for these? See, once you take this tax income out of the budget, you’ve got to replace it. There's only two or three ways you do it. By raising more taxes somewhere else. By paying more interest on the national debt, which has doubled under the Liberals, or by cutting services. And this is why the Grattan Institute, who was quoted earlier in another matter, they’ve released a report that shows that this Government has got secret cuts that will involve tens of billions of dollars of cuts to services. So we think that these tax cuts that the Government are promising are a mirage. We certainly agree with the Government on the first round of tax cuts. In fact, we've got better tax cuts for 3.6 million people under $40,000. But this Government cannot explain its mirage of tax cuts in the future, on the never-never, unless they explain what they're going to cut in the way of services. And it's a matter of choices. I'm not going to make a promise about tax cuts which are a mirage which this Government hasn't explained how they pay for them. I think Australians want to see the detail and that's what we're doing with our plans and our proposals. I mean for example, for me the killer number which shows this Government's either radically out of touch or just lying to the people of Australia, is that under Mr Morrison's tax plan for Australians, if you're a millionaire, you'll get a tax cut under Mr Morrison of $11,000. But if you're a person on $40,000, Mr Morrison only wants to give you $11 a week. It just shows you his priorities and who he is backing in. And the only way he can pull off this stunt of giving millionaires $11,000 in tax refund and people on $40,000, $11 a week, is by taking the axe to health and education services. And as we've seen today, I just think that health is more important than giving a millionaire an $11,000 tax cut.",shorten
"Let's be really clear, other than what we've already announced.",shorten
I'll get Chris to answer that.,shorten
"The empirical evidence shows that, over time, when there's been an increase in compulsory superannuation it hasn't affected wages growth. So, I'm familiar with what they say, but I don't accept it based on previous evidence.",shorten
"Well, we want to make sure that we're getting all of the sectors contributing to it. We’ve said that we want to see the electricity or the power generation industry contribute, do its bit to reduce by 45 per cent. We think it can do that. We believe, through our system, and I'm not too proud to say it,  we're borrowing from Mr Turnbull and the then-Treasurer Mr Morrison's National Energy Guarantee. We think that this is a good system  which can actually be made to work, and as we explained to an earlier question, using international offsets, we think it's sensible and considered.",shorten
"What we'll do is, the labour hire crackdown actually does help people above the minimum wage. One of the growing unfairnesses in Australian workplaces is you could be a diesel fitter at Volgren, which is the bus construction company, and you could have someone work alongside you- well, I won't use Volgren, because they might have a different arrangement for labour hire, but in many companies you’ve got someone who works directly for the employer and then they bring in someone else who has got the same trades qualifications and they work not for the employer but for a labour hire company who then contracts this person to the in-house company.",shorten
"No, our target is to reduce by 45 per cent-",shorten
"Sorry, I’ve just got a, Jono, good morning.",shorten
Mr Lea.,shorten
"We will see, across the 2020s, as a result of our energy policies and our climate policies, GDP growth of about 23 per cent. In terms of offsets, we allow companies to purchase offsets if they need to, if they can't meet their carbon emission reductions by changes in productivity in their workplaces.",shorten
"Yeah, I do disagree with that, and what we are happy to do is provide you with further information about international offsets. But I don't accept that the price of buying international offsets is anywhere in that dimension.",shorten
"I've said that I think - I don't think, I know - our economy is going to grow. I don't accept the characterisation that it is a cost. We're going to grow, and we're going to grow because we are going to move to a lower carbon pollution economy. And there's other aspects which means that we will grow. But the modelling has been done. McKibbin did his modelling: 45 per cent with international offsets, 26 per cent for government without.",shorten
"Well, first of all, what I would say, what contributes to challenges for the economy is this current government. The economy is more than just climate change.",shorten
"I agree with that comment, Dan. Thanks.",shorten
"No, I don’t think so, but Chris has been having a look at this matter. I have been working on some other propositions today, so I will get him to supplement. But it is a test for Mr Morrison. Is it really right that someone takes 11 weeks off every year to go to the Philippines? They’re elected to represent locals, not people in another country.",shorten
"Sorry, I want to get, I don’t want to annoy Tim.",shorten
"Alright, what’s your question, if there’s no mileage in me nice to you?",shorten
I was only joking. It’s ‘be kind to Tim’ day.,shorten
"Fair’s fair, I did answer it just before, but in terms of our climate policies, we are very clear about our directions. These matters have been modelled and the debate is not a new debate is it, Anthony? I was just reminded as I was listening to the discussion that the CSIRO and Melbourne University have said that if we don’t move to the Paris targets, which is what Labor is saying we should move to, but if we don’t move to it the CSIRO and the University of Melbourne say it is going to cost Australian families $14,000 per household. So there is a lot of information out there.",shorten
"It’s called wages stagnation. It’s called the deregulation of the labour market through legal tactics. The fact of the matter is that since 2016 corporate profits have gone up on average 39 per cent, wages 5 per cent. I’m going to repeat that, because that is a big issue. Under a Liberal Government it’s never been a better time to be a top end of town corporate profiteer but it’s never been a worse time to be a working Australian. Millions of our fellow Australians have had no wages movement. So what we have seen is the consequences of this government’s economic policies where they have had one plan for most of their life in government which is to give a tax cut to the big end of town. You know they did vote 26 times against a banking royal commission. And in the meantime we have seen penalty rates cut, we’ve seen the expansion of labour hire, casualisation, we’ve seen the greater use of the termination of existing wages agreements to coerce people into lower conditions. We’ve seen revelations of rampant wages theft. We’ve seen the over-reliance on fixed term contracts in health and education. I mean how hard is it being a young person in this country. You do your teachers qualification and you come out and you say you are doing everything the nation tells you to do and then you just get a series of rolling short-term contracts for years after years after years. So the problem is that under the Liberals you can’t trust them to get wages moving. But we will always consult. We will always make sure that the improvements are modest but meaningful. We’ll also take the advice of the economists, and we will listen to industry and business. Thanks everybody it has been a nice conference, see you all later today.",shorten
"We’re here to explain Labor’s great policies for this election. In particular, on this visit we’re talking about our exciting new ideas to improve health funding. At the top of the list is new money - $20 million – to help leukaemia patients when they’re in the battle for their life. Blood cancers, of which leukaemia is one, take a terrible toll amongst our fellow Australians. We want to encourage more cancer drug trials, so that people can have access to life-saving medicine.",shorten
"Well you would love to know what business Tim is in, he obviously is having some business difficulties already, but let me just say this on climate change. First of all, taking action on climate change is good for the economy. Lack of action on climate change has led to an increase in energy prices. We know that investing in renewables is going to lead to 70,000 extra jobs. Western Australia is well placed to be a climate change leader, and that will lead to cheaper energy. Some other good news for a small businessperson, without knowing the exact small business he’s in, we are going to back lower taxes for small business, so that it will go from 30 per cent down to 25 per cent. We are also going to increase the ability of him to invest in new productive technology. If it’s over $20,000 any small business will be able to claim an extra 20 per cent off their tax. So, if you’re in food, and you buy a new fridge, you will be able to claim an extra 20 per cent off whatever the cost on top of what you already claimed and that will help you with cash flow, and that is great.",shorten
"Well, you made a preamble to this question. I have answered questions on climate change many times, many times. But I understand that perhaps people don’t always look at your old interviews, and every interview is as if it is the first time you have ever spoken. But on the modelling, first of all, $18 billion is the cost of natural disasters around Australia, so there is a cost to not taking action. Power prices have gone up across Australia. That’s because we don’t have a national energy policy, while this government’s had thirteen different national energy policies. When there’s no certainty on energy policy, people don’t invest in new energy. In terms of our proposals, modelling by Warwick McKibbin has shown that our 45 per cent reduction, including international offsets, has the same economic impact as the Liberals’ 26 per cent, who are not having international offsets, so, there you go.",shorten
Yeah. I would pick a more positive number than costs. GDP growth is going to be 23 per cent across the course of the 2020s. These are straight answers.,shorten
"I don’t think any of us that extreme weather events are getting less frequent, are they?",shorten
"If you don’t start – you are quite right, and what sort of world are we passing on to the next generation? We know this government is paralysed on climate change, and if they weren’t, Malcolm Turnbull would still be the Prime Minister, wouldn’t he?",shorten
"Well, I don’t accept that. First of all, the idea that the environment and the economy are two separate planets and separate solar systems is rubbish. I know that’s not what you’re saying, but some people think that they are two different worlds. The second thing is that good climate policy is good economic policy. The fact of the matter is, we should be an energy superpower, we have got more gas in the ground than just about anywhere else in the world. The fact of the matter is we are the sunniest and windiest continent, and yet we don’t benefit from that. The fact of the matter is, in Australia two million households now have solar on the roof top, and what we have got to do is get more battery systems in. You know, I think Australians are sick and tired of a debate that says the future is too hard. Look at all this carry on about electric vehicles. We’ve said that we would like to see a target of 50 per cent of new car sales in 12 years’ time should be electric vehicles. Now, that is not a big of a jump as it seems. We don’t make cars here anymore because this government did not do anything to save it. The reality is, the rest of the world is moving to produce more electric vehicles. Toyota is going to offer an electric model of all its vehicles from 2025 onwards. So it’s all about … the beauty of all of this is why shouldn’t Australian motorists have options? At the moment, all we get is the very expensive cars, but once we’ve got a government that is willing to put in charging stations so that people in the bush can use electric vehicles, why shouldn’t Australians get access to vehicles that are cheaper on petrol?",shorten
"Well, sorry, no, it’s actually been shown that over time when you pay for less petrol, it actually costs less. But I agree, at the moment the models are expensive, but this isn’t all about what happens next week and it’s not all about trying to take someone’s ute off them. We have got to have a political debate in this country which is not about scaring everyone, but says “this is what the future looks like”. What good is a government to Australians if it says that we are not going to plan for the future, we have no idea what’s coming down the road, we are not interested in international trends. This is the equivalent of a government arguing in favour of black and white television rather than colour, or AM over FM, although I like AM too.",shorten
I just didn’t realise that we had a technophobic government who is afraid of new technology.,shorten
"For and against. I guess my point is this: if you want to keep driving a petrol car, you can. Excellent. We’re not mandating anything.",shorten
"No, I’m happy if you do. What car you choose to drive is your business. It’s not my business. My job as a potential Prime Minister of Australia is to make sure that you have got the choices and the options and that we are not ignoring what is happening in the rest of the world. What if you had a doctor that said there might be new medicines or new treatments overseas “Oh no no, that is not the way we have ever done it in Australia, we can’t access that.” We can’t be anti the future. What we have to do is make sure that the future doesn’t leave people behind.",shorten
"Well, let’s go back to this. When you give a tax credit to someone who is not paying income tax, that is a gift. Now, it’s not immoral – I don’t blame Barry for taking the gift – I don’t blame him at all, it’s not illegal. But how can you give a tax refund to someone who hasn't paid income tax? It is a gift and the problem is that this gift when John Howard introduced it in 2001 was costing half a billion dollars to the Budget. Now it is costing nearly $6 billion. When will we decide that this gift is too big? When will we decide that it's not correct that we should be giving a gift rather than funding our schools and aged care? It’s a matter of choices.",shorten
"Because it is costing $6 billion. The reality is that when you go to hospital it costs a lot more than $2000, I need to find money for our ageing population. Did you know 411,000 Australians, nearly heading towards 420,000 in the next year or so, are going to be diagnosed as living with dementia? That is expensive. We have schools, we have childcare going up in cost, energy prices have gone up. Did you know everything in Australia is going up except wages? So I am not saying it is illegal or immoral. We are saying that anyone who is on a pension or a part pension is exempt from the change, but there is no principle of tax law since the ancient Romans, no textbook ever has said you should get a tax refund when you haven't paid tax.",shorten
"Well I like Melissa. I think she is an accomplished woman and she was a good Member of Parliament when she was there and she's also worked overseas for the United Nations and refugees so, I like her. In terms of her candidacy, she thought it would be good to run and then she made a decision that she didn't want to become a distraction and of her own volition she decided to take a step back again",shorten
"No. And the point about it is that she is a strong person. Anyone that knows Melissa knows she makes her own decisions. Having said that, in terms of what she has actually said I wasn't there. I am not saying she is wrong, I am not saying she is right.",shorten
"No, she has strong views. I like Melissa. It didn't work out on this occasion. But I am not one of those people that is going to … I like my team and I think that politics is better suited when you say positive things rather than everyone piles in.",shorten
"No, he supports party policy and that is our party policy, a two-state solution - the right of Israel to exist behind secure borders but also recognising the legitimate aspirations of Palestinian people to their own country.",shorten
"Who gets on the front bench is ultimately decided by the Caucus. But I think all things being equal that would be the case, yes.",shorten
"Well I have to let the Caucus members have a say, I don't run a top-down organisation, but I think personally Pat Dodson is an outstanding Australian, an outstanding West Australian. I personally approached him to run for the Senate and you know any room that he is in everyone else in the room always feel a bit better because he is such a significant father of reconciliation.",shorten
"Well we are going to review it. First things first - I do think Newstart is too low. And the Government, they’re not going to do anything about it. What we want to do is review it, we want to see the interaction with the other benefits which people get, the tax and transfer system. But we are not reviewing it to lower it.",shorten
"I will let the review look at all of those issues, that is a legitimate issue. I think that some conservatives say that you should only be temporarily unemployed therefore keep it low and that way it gives incentive for people to get off it, but I don't think keeping it so low actually achieves anything other than is unfair to people very down on their luck.",shorten
We are up for reviewing it and we want to review it positively.,shorten
"We get into the adjectives game, what I can say is it is too low.",shorten
"I think it is a range, I don't think it's one stereotype at all. You get people who are older who, the factory closes, they are thrown all of a sudden on the scrap heap and told they are not worth something. You could have young people. Youth unemployment is pretty significant in parts of Australia and of course unemployment in the west is a challenge.",shorten
"I think there is disillusionment with institutions generally. I don't think a lot of people trust the media. Now I do think they trust the ABC that is why, for example, we have committed to an independent public broadcaster. But I think institutions generally including politicians are viewed sceptically, that there is this view that we are all just in it to look after ourselves and not the people. I'd have to say to people who get frustrated, we've decided to go first, we've got to trust the Australian people. We have put our policies out there. Now the very fact that we are having such a conversation, we are looking to the future on climate change, or we are focused on better health care not bigger tax loopholes, the fact that we are looking at unsustainable tax concessions, and saying can this nation keep going down this road of intergenerational unfairness where you look after people at one end and everyone else is not looked after. So we are taking the first step to rebuild trust by putting our policies out there. In politics traditionally, the argument goes when you are the opposition be a small target, let the Government fall over. Now this Government is hopelessly divided. Anyone who thinks they're going to unite after the election has no idea of the deep level of hate within this Government and dysfunction and chaos. But having said that we have to rebuild trust and that is why we're putting our policies out there. That is why for instance I have been to Western Australia for 80 days as opposition leader. I do what I call Town Hall meetings. We invite a whole suburb. Doesn't matter your politics, doesn't matter if you want to protest, doesn't matter if you have a grievance at the system or individuals we invite you to come along. I know that anyone that has been to our Town Halls likes what they hear. What I have got to do perhaps is have this longer form discussion than little gotcha conversations at eight seconds at a press conference which doesn't really add much to the sum of human knowledge does it?",shorten
"My preference is questions from the audience, just direct. The media, of course, should be invited, they can film the interplay. My view is that the more that I can talk directly to the people the better our case goes.",shorten
Lovely thank you very much for your interest.,shorten
Thank you very much. Welcome words from the peak association representing pathology in Australia. Are there questions?,shorten
"None that I can think of. Just on the Sharrouf children, they shouldn't be a political football. They have already suffered. Incredibly irresponsibly, their parents took them to a war zone. Their parents took them into a regime of terrorism. But these children shouldn't be held responsible for what their parents did.",shorten
"Yes. We're updating the documents. I mean let's face it, if you want to talk about putting policies upfront, we're doing that. We put our negative gearing policy out from the Sydney Town Hall in about February, March, of 2016. As new numbers come to light, we update them. So, I think if you want to look at the gold standard in terms of putting policies out there, I don't think any of you can really look past Labor. But if you want to look at what is not the gold standard, have a look at this very important report the Grattan Institute has written today. I would encourage you all to read it. It has some real information there. What it shows is the Liberals' economic model on display yet again. It shows that for tax cuts on the never-never, they are planning though to cut up to $40 billion a year in secret cuts. The Government will have to answer during the course of this campaign. What are the secret cuts you're planning to promise an illusory tax increase in half a decade’s time?",shorten
Restore?,shorten
"I’m not going to start giving security advice, I’ll leave that to the security agencies.",shorten
"Well first of all, you’ll find that about well over a million people are award-dependent. And so they're the people I'm talking about. If you improve the living wage, if you improve the minimum wage to a living wage, then we want to eventually see that flow through to the people who are still reliant on the award system. That number’s bigger than 100,000 people. But let’s, you know I get where the question’s coming from, and it's really about this ongoing boast that Mr Morrison keeps saying about a strong economy. Let's unpack what a Liberal strong economy is based upon. It's based upon two principles. The first is keep wages as low as possible, and they're proud of that, and keep making sure that the profits go up and up. This Government has an almost religious conviction that if you can make the richest people in Australia richer, the richest companies in Australia richer, then eventually some of the crumbs will fall off the table. So that's the first leg of the principles of Mr Morrison's strong economy, keep wages down. The second leg though, and the Grattan Institute’s blown the whistle on this again today, is that the number two method that this Government believes keeps a strong economy, is by reducing real spending on essential services that working Australians require. TAFE, universities, child care, health care. These are the services which working Australians and Australians depend upon. If that’s what Mr Morrison calls a strong economy – low wages and reduction in real services – then that's not the strong economy Australia needs. Labor, by contrast, believes in a strong economy built upon fairness and decency. And we are not going to stand by and watch Mr Morrison boast about a strategy which sees the rich get richer, and everyone else just miss out. Where the cost of living is squeezing millions of wage earners.",shorten
"I haven't. And indeed, this pathology announcement stands on its own two feet, doesn’t it? When you think about it, and I will get Catherine to supplement the answer, pathology makes sick people well. It has that potential. When you're in the fight of your life, you know, 100 per cent of cancer needs pathology. So I understand if perhaps the Government doesn't like the fact that we're leading on health care as we do, but the experts tell us there is a problem, that that bulk billing levels of pathology are under pressure. As I said earlier, but I think it's a pretty fair point, one of the great strengths of our medical system, is that doctors can recommend tests and they’re very confident that it’s not going to put added financial pressure on patients. I want to preserve that system but the problem is, and Catherine can talk at more length, 140,000 Australians now annually are recorded as not being, taking their pathology tests because they can't afford to. But I might hand over to Catherine for a moment.",shorten
"Yeah, but I’ll let Catherine talk more about her announcement first.",shorten
"Sorry, I will come to you, Jade.",shorten
"Well I think it will be very interesting to see how Mr Morrison handles this rogue candidate in Chisholm. It’ll be very interesting indeed to see how he handles it because he needs to make up his mind on a couple of questions. One, whether he wants as a candidate for the Liberal Party someone who’s said such hurtful things about her fellow Australians, and two, whether he wants as a candidate for the Liberal Party someone who stood in front of the media and said it didn't happen when clearly it did. This will be a test for him to see how he handles it in coming days.",shorten
We have no plans to increase taxes on superannuation.,shorten
We have no plans to introduce any new taxes on superannuation.,shorten
Sure.,shorten
First of all I haven’t spoken exclusively about health.,shorten
"I don't know what private conversations you have with people or what you want to reveal. But let me go to the record – I just said four minutes ago Mr Morrison loves to boast about his strong economy. I'm pretty sure we were all here when I said that. But let me say it again, because it's a good point to make. Mr Morrison loves to boast about his strong economy. But his strong economy is your classic Liberal strong economy, it's built upon two propositions, one, low wages, they're proud of it. They almost have a religious fervour, don't they, about being happy when the wages are low and corporate profits are up. Did you know that since the last election, corporate profits have gone up 39 per cent? But in fact wages have moved on average 5 per cent. And the second leg that he relies upon for this Liberal strong economy is the reduction, the reduction in real spending on services. In particular, health, but also I mentioned education, I mentioned TAFE. I mentioned childcare. The problem for Australia is that a Liberal strong economy relies on the mythical belief that if the biggest corporations in Australia make a lot of money, if the richest people in Australia can pay less tax through the loopholes, that miraculously everyone else benefits. That hasn't been the lived experience. Labor has a different view about what creates a strong economy. What creates a strong economy is fairness and decency.",shorten
I'm going to give your colleagues half a go.,shorten
"Dan, I'm going to go to you.",shorten
"Well, I’ll just refer to you the Institute of Health and Welfare saying that 140,000 of our fellow Australians already are delaying or not having pathology tests because of the costs. But I might get Catherine to talk about how this is an important addition to protecting and preserving our existing system.",shorten
"Listen, I think the original question comes from a story I read in the Fin by Nicholas Lenaghan, and then it was followed up by a question here. We've said, and I went and checked when I saw the story, said how come this page is down, they said they're updating it. I can't add any more at this point.",shorten
"Yes, we will. Do you want a little more detail than yes?",shorten
"I will just keep moving around. Jade, did you want to ask a question?",shorten
"Listen, I don’t want to second guess the Government on this. These kids should not be a political football. Obviously the grandmother has worked very hard to try and see these children's welfare is put back up the top of the charts. But I'm not going to engage in criticism of the Government when I'm unaware of exactly what they have done. In terms of what happens when they come back, the experts will be looking at it, but I have got no doubt there's a fair bit of trauma there. I don't know any of us could imagine if our kids were dragged to those war zones and terror zones and we've all seen some of the images of what Sharrouf exposed his kids too. These kids need to be given a little bit of room and a lot of love. Probably if they can get a lot of love then I suspect that will be the best way to help reabsorb them into Australian life.",shorten
"Well first of all there are no jobs on a dead river. And South Australia has been handed the rough edge of the pineapple when it comes to the current Federal Government. Labor put in place the plan for the basin, getting the balance right between river survival and therefore job survival and fish survival, and ecological survival, and agricultural needs. There’s no doubt to my mind that for anyone who cares about the future of the Murray-Darling Basin, anyone who lives in South Australia, anyone who is concerned about the fish kills that we saw this January and over the Christmas holidays, this Government has failed. So we want to put the Basin Plan back on top. Obviously we want to bring all the stakeholders together, including South Australia, southern irrigators and northern irrigators, because at the moment, this is an ecological disaster and the story in The Advertiser really spelt that out pretty clearly I think.",shorten
"Listen, that will be a matter for the national executive. No-one is above the law. Unionist, banker, Clive Palmer. No-one is above the law. But in terms of the national executive matters, I will leave that to the Labor Party.",shorten
"Well first of all, Mr Dastyari is no longer a senator. He paid a pretty big price, I think, for mistakes he made. I'm not about to get – he's got a right to a life after politics, as I think all political people do. But I’ve just got to go to this issue of pathology. Is the Government really arguing that we shouldn't be investing more in pathology? Is the Government really arguing that we shouldn't put downward pressure on the cost of pathology so that we can make sure that we maintain our bulk billing system? If they are arguing that then they are more out of touch than I originally thought. Thanks, everyone.",shorten
